HON,length,start,end,hits,distance
NPC-617,0.289,1520.915,1521.204,27,6.153
face_617,0.0,1521.215,1521.215,1,6.185
NPC-617,0.022,1521.226,1521.248,3,6.061
face_617,0.088,1521.26,1521.348,9,6.158
NPC-617,0.0,1521.359,1521.359,1,6.053
face_617,0.022,1521.371,1521.393,3,6.18
NPC-617,0.044,1521.404,1521.448,5,6.056
face_617,0.267,1521.459,1521.726,25,6.095
face_622,0.211,1521.737,1521.948,20,4.867
NPC-622,0.0,1521.959,1521.959,1,4.696
face_622,0.0,1521.971,1521.971,1,4.868
NPC-622,0.0,1521.982,1521.982,1,4.751
face_622,1.798,1521.993,1523.791,163,4.978
NPC-622,0.0,1523.802,1523.802,1,5.121
streetLight2 (37),0.309,1524.079,1524.388,29,4.581
NPC-622,0.678,1524.4,1525.078,62,5.679
Terrain,0.022,1525.089,1525.111,3,6.142
NPC-622,0.034,1525.122,1525.156,4,6.225
Terrain,0.0,1525.167,1525.167,1,6.203
NPC-622,0.055,1525.178,1525.233,6,6.285
Terrain,0.101,1525.244,1525.345,10,6.281
NPC-622,0.0,1525.356,1525.356,1,6.421
Terrain,0.2,1525.367,1525.567,19,5.868
NPC-622,0.376,1525.578,1525.954,31,6.58
NPC-617,0.111,1526.189,1526.3,11,8.13
NPC-622,0.011,1526.31,1526.321,2,7.176
Terrain,0.333,1526.332,1526.665,31,14.075
Sitting_NPC (418),0.0,1526.676,1526.676,1,28.222
metalBench (5),0.011,1526.687,1526.698,2,27.834
store2,0.0,1526.709,1526.709,1,42.343
PlantPot_A (8),0.213,1526.72,1526.933,20,23.365
NPC-622,0.199,1526.943,1527.142,19,8.05
Terrain,0.034,1527.153,1527.187,4,18.866
NPC-622,0.0,1527.198,1527.198,1,8.358
Terrain,0.067,1527.209,1527.276,7,18.542
NPC-622,0.012,1527.286,1527.298,2,8.235
face_622,0.0,1527.309,1527.309,1,8.521
NPC-622,0.011,1527.32,1527.331,2,8.413
face_622,0.012,1527.342,1527.354,2,8.574
NPC-622,0.179,1527.364,1527.543,17,8.546
face_622,0.0,1527.554,1527.554,1,8.839
PlantPot_A (8),0.011,1527.565,1527.576,2,22.89
face_622,0.012,1527.587,1527.599,2,8.869
NPC-622,0.222,1527.61,1527.832,21,8.803
PlantPot_A (8),0.011,1527.842,1527.853,2,22.367
NPC-617,0.022,1527.865,1527.887,3,10.096
PlantPot_A (8),0.211,1527.898,1528.109,20,22.615
Terrain,0.112,1528.12,1528.232,6,11.782
store2,0.011,1528.632,1528.643,2,22.243
streetLight2 (37),0.122,1528.654,1528.776,12,4.635
store2,0.0,1528.788,1528.788,1,22.397
streetLight2 (37),0.0,1528.799,1528.799,1,4.658
store2,0.0,1528.81,1528.81,1,22.232
streetLight2 (37),0.0,1528.821,1528.821,1,4.656
store2,0.0,1528.832,1528.832,1,22.215
streetLight2 (37),0.022,1528.843,1528.865,3,4.66
store2,0.0,1528.876,1528.876,1,22.17
streetLight2 (37),0.0,1528.888,1528.888,1,4.666
store2,0.022,1528.899,1528.921,3,22.183
streetLight2 (37),0.267,1528.932,1529.199,25,4.596
PlantPot_A (9),0.033,1529.21,1529.243,4,13.349
Terrain,0.0,1529.254,1529.254,1,19.383
store2,0.222,1529.266,1529.488,21,21.686
metalBench (6),0.0,1529.499,1529.499,1,14.664
store2,0.0,1529.51,1529.51,1,21.978
metalBench (6),0.0,1529.521,1529.521,1,15.034
store2,0.012,1529.532,1529.544,2,22.098
metalBench (6),0.011,1529.555,1529.566,2,14.687
store2,0.112,1529.577,1529.689,11,21.903
metalBench (6),0.0,1529.7,1529.7,1,14.687
store2,0.033,1529.711,1529.744,4,22.253
Sitting_NPC (4051),0.0,1529.755,1529.755,1,14.862
metalBench (6),0.012,1529.766,1529.778,2,14.699
Sitting_NPC (4051),0.022,1529.789,1529.811,3,14.677
face_4051,0.0,1529.822,1529.822,1,14.982
Sitting_NPC (4051),0.0,1529.833,1529.833,1,14.738
store2,0.01,1529.845,1529.855,2,22.295
metalBench (6),0.0,1529.867,1529.867,1,14.689
Sitting_NPC (4051),0.0,1529.878,1529.878,1,14.83
metalBench (6),0.0,1529.889,1529.889,1,14.702
Sitting_NPC (4051),0.0,1529.9,1529.9,1,14.651
store2,0.0,1529.911,1529.911,1,22.279
Sitting_NPC (4051),0.011,1529.922,1529.933,2,14.815
store2,0.0,1529.944,1529.944,1,25.073
Terrain,0.022,1530.011,1530.033,2,7.037
store2,0.0,1530.1,1530.1,1,22.174
baum ld1(enhanced),0.0,1530.167,1530.167,1,12.79
Terrain,0.0,1530.2,1530.2,1,14.345
store2,0.655,1530.211,1530.866,60,23.527
retirementHome2 (2),0.0,1530.877,1530.877,1,98.633
store2,0.7,1530.888,1531.588,64,25.843
Bridge_Simple_Straight (2),0.0,1531.599,1531.599,1,56.964
store2,1.622,1531.61,1533.232,145,25.066
baum ld1(enhanced),0.167,1533.72,1533.887,16,13.973
store2,0.0,1533.898,1533.898,1,23.181
baum ld1(enhanced),0.022,1533.909,1533.931,3,14.905
store2,0.722,1533.943,1534.665,66,23.972
Sky,3.187,1535.042,1538.229,261,78.357
baum ld1(enhanced),1.189,1538.684,1539.873,78,13.349
store2,0.411,1539.884,1540.295,38,23.904
Bridge_Simple_Straight (2),0.0,1540.307,1540.307,1,46.574
BridgeSlope_Simple (1),0.232,1540.318,1540.55,22,37.625
baum ld0(enhanced),0.367,1540.561,1540.928,34,19.694
BridgeSlope_Simple (1),0.0,1540.939,1540.939,1,35.286
retirementHome2,0.012,1540.95,1540.962,2,68.102
7 (5),0.044,1540.973,1541.017,5,40.575
retirementHome2,0.421,1541.028,1541.449,39,67.91
BridgeSlope_Simple (1),0.666,1541.472,1542.138,62,27.826
baum ld0(enhanced),0.2,1542.15,1542.35,19,21.385
BridgeSlope_Simple (1),0.0,1542.361,1542.361,1,29.826
baum ld0(enhanced),0.011,1542.372,1542.383,2,21.278
BridgeSlope_Simple (1),1.344,1542.394,1543.738,76,35.551
Bridge_Simple_Straight (2),0.156,1543.749,1543.905,14,43.591
BridgeSlope_Simple (1),0.022,1543.916,1543.938,3,39.804
metalBench (8),0.189,1543.949,1544.138,17,18.231
face_415,0.189,1544.149,1544.338,18,18.69
Sitting_NPC (415),0.088,1544.35,1544.438,9,18.595
metalBench (8),0.033,1544.449,1544.482,4,18.238
Sitting_NPC (415),0.0,1544.493,1544.493,1,18.544
face_415,0.0,1544.505,1544.505,1,18.676
BridgeSlope_Simple (1),1.866,1544.516,1546.382,148,37.89
retirementHome2 (2),0.011,1546.393,1546.404,2,94.431
BridgeSlope_Simple (1),0.211,1546.415,1546.626,20,42.693
retirementHome2 (2),0.022,1546.637,1546.659,3,94.578
BridgeSlope_Simple (1),0.866,1546.67,1547.536,79,40.271
retirementHome2 (2),0.0,1547.547,1547.547,1,94.286
Bridge_Simple_Straight (2),0.167,1547.558,1547.725,16,59.782
Bush_qilgP2_6x6x4_PF (42),0.0,1547.736,1547.736,1,53.148
Bridge_Simple_Straight (2),0.0,1547.747,1547.747,1,59.838
Bush_qilgP2_6x6x4_PF (42),0.056,1547.758,1547.814,6,52.867
Bridge_Simple_Straight (2),0.223,1547.825,1548.048,21,47.298
retirementHome2 (2),0.011,1548.059,1548.07,2,94.344
BridgeSlope_Simple (1),0.0,1548.081,1548.081,1,42.703
retirementHome2 (2),0.233,1548.092,1548.325,22,94.148
Bridge_Simple_Straight (2),0.0,1548.336,1548.336,1,60.057
BridgeSlope_Simple (1),0.0,1548.57,1548.57,1,42.572
Bush_qilgP2_6x6x4_PF (43),0.0,1548.581,1548.581,1,49.22
BridgeSlope_Simple (1),0.078,1548.592,1548.67,8,42.565
retirementHome2 (2),0.2,1548.681,1548.881,19,94.474
BridgeSlope_Simple (1),0.022,1548.892,1548.914,3,40.041
metalBench (8),0.0,1548.925,1548.925,1,18.834
Terrain,0.0,1548.936,1548.936,1,23.741
PlantPot_A (10),0.0,1548.948,1548.948,1,21.149
BridgeSlope_Simple (1),0.0,1548.958,1548.958,1,33.673
PlantPot_A (10),0.167,1548.969,1549.136,16,20.787
metalBench (8),0.011,1549.147,1549.158,2,18.469
BridgeSlope_Simple (1),0.0,1549.169,1549.169,1,37.552
metalBench (8),0.667,1549.18,1549.847,61,18.076
face_415,0.0,1549.858,1549.858,1,18.682
BridgeSlope_Simple (1),0.022,1549.868,1549.89,3,37.044
face_415,0.034,1549.901,1549.935,4,18.7
BridgeSlope_Simple (1),0.589,1549.946,1550.535,54,37.231
Bush_b1_4x4x4_PF_baked_single (2),0.0,1550.547,1550.547,1,48.678
store2,0.011,1550.558,1550.569,2,25.718
Terrain,0.033,1550.58,1550.613,4,23.342
store2,0.0,1550.624,1550.624,1,24.636
Terrain,0.222,1550.635,1550.857,21,21.263
store2,0.0,1550.868,1550.868,1,25.231
Terrain,0.0,1550.879,1550.879,1,23.365
store2,0.011,1550.89,1550.901,2,24.388
Sitting_NPC (406),0.0,1550.913,1550.913,1,14.675
store2,0.022,1550.924,1550.946,3,22.652
Sitting_NPC (406),0.066,1550.957,1551.023,7,14.713
face_406,0.0,1551.034,1551.034,1,15.007
store2,0.022,1551.045,1551.067,3,22.87
face_406,0.0,1551.078,1551.078,1,15.07
store2,0.0,1551.09,1551.09,1,22.827
Sitting_NPC (406),0.133,1551.101,1551.234,13,14.767
store2,0.19,1551.245,1551.435,18,22.54
face_4051,0.0,1551.446,1551.446,1,14.91
store2,0.033,1551.457,1551.49,4,22.359
Sitting_NPC (4051),0.0,1551.501,1551.501,1,14.805
face_4051,0.0,1551.513,1551.513,1,14.916
Sitting_NPC (4051),0.0,1551.524,1551.524,1,14.683
store2,0.0,1551.535,1551.535,1,21.861
Terrain,0.166,1551.546,1551.712,5,11.102
PlantPot_A (9),0.156,1551.723,1551.879,15,13.45
baum ld1(enhanced),0.011,1551.89,1551.901,2,14.538
PlantPot_A (9),0.011,1551.913,1551.924,2,14.211
baum ld1(enhanced),0.0,1551.935,1551.935,1,14.533
PlantPot_A (9),0.0,1551.946,1551.946,1,13.746
baum ld1(enhanced),0.011,1551.957,1551.968,2,14.518
PlantPot_A (9),0.022,1551.979,1552.001,3,14.289
baum ld1(enhanced),0.134,1552.012,1552.146,13,14.624
store2,0.011,1552.157,1552.168,2,20.716
baum ld1(enhanced),0.0,1552.179,1552.179,1,14.818
store2,0.0,1552.19,1552.19,1,20.717
baum ld1(enhanced),0.022,1552.201,1552.223,3,14.774
store2,0.0,1552.234,1552.234,1,20.715
baum ld1(enhanced),0.111,1552.246,1552.357,11,14.703
PlantPot_A (9),0.81,1552.368,1553.178,74,13.573
store2,0.0,1553.189,1553.189,1,20.884
PlantPot_A (9),0.022,1553.2,1553.222,3,14.048
store2,0.256,1553.478,1553.734,24,24.461
Sky,7.908,1553.745,1561.653,674,96.176
baum ld0(enhanced),0.0,1561.664,1561.664,1,20.609
Sky,7.83,1562.063,1569.893,652,110.612
baum ld0(enhanced),0.0,1570.138,1570.138,1,19.721
Sky,0.066,1570.549,1570.615,7,153.329
baum ld0(enhanced),0.012,1570.625,1570.637,2,19.509
Sky,0.0,1570.948,1570.948,1,165.773
baum ld0(enhanced),0.033,1570.959,1570.992,4,19.88
Sky,0.0,1571.003,1571.003,1,175.754
baum ld0(enhanced),0.111,1571.015,1571.126,11,20.253
BridgeSlope_Simple (1),0.011,1571.137,1571.148,2,31.051
retirementHome2,0.011,1571.159,1571.17,2,68.18
BridgeSlope_Simple (1),0.2,1571.181,1571.381,14,25.933
face_42,0.022,1571.392,1571.414,3,13.808
BridgeSlope_Simple (1),0.022,1571.426,1571.448,3,25.282
New_NPC (42),0.0,1571.459,1571.459,1,13.627
BridgeSlope_Simple (1),0.0,1571.481,1571.481,1,24.7
Sky,0.634,1571.791,1572.425,58,167.836
builds (1),0.144,1572.437,1572.581,14,97.506
Sky,0.0,1572.592,1572.592,1,210.835
builds (1),0.721,1572.603,1573.324,66,61.289
Sky,0.0,1573.336,1573.336,1,206.461
5 (3),0.011,1573.347,1573.358,2,67.257
Sky,0.011,1573.369,1573.38,2,209.346
5 (3),0.778,1573.391,1574.169,71,67.294
Sky,0.0,1574.181,1574.181,1,204.114
5 (3),0.6,1574.191,1574.791,25,66.051
retirementHome2,0.0,1574.802,1574.802,1,63.401
BridgeSlope_Simple (1),0.844,1574.813,1575.657,77,24.448
New_NPC (1),0.011,1575.668,1575.679,2,9.438
Terrain,0.0,1575.69,1575.69,1,25.64
New_NPC (1),0.111,1575.701,1575.812,11,9.526
face_1,0.0,1575.824,1575.824,1,9.505
BridgeSlope_Simple (1),0.011,1575.835,1575.846,2,27.905
New_NPC (1),0.011,1575.857,1575.868,2,9.59
BridgeSlope_Simple (1),0.012,1575.879,1575.891,2,28.033
New_NPC (1),0.0,1575.901,1575.901,1,9.524
BridgeSlope_Simple (1),0.0,1575.912,1575.912,1,28.048
New_NPC (1),0.067,1575.923,1575.99,7,9.528
face_1,0.022,1576.001,1576.023,3,9.434
BridgeSlope_Simple (1),0.0,1576.035,1576.035,1,27.977
face_1,0.011,1576.046,1576.057,2,9.443
BridgeSlope_Simple (1),0.477,1576.068,1576.545,44,27.441
baum ld0(enhanced),0.456,1576.556,1577.012,42,19.564
retirementHome2 (2),0.0,1577.045,1577.045,1,94.087
store2,0.0,1577.056,1577.056,1,25.584
Bridge_Simple_Straight (2),0.011,1577.079,1577.09,2,46.539
retirementHome2 (2),0.033,1577.101,1577.134,4,95.052
Bridge_Simple_Straight (2),0.055,1577.234,1577.289,6,44.93
baum ld1(enhanced),0.222,1577.701,1577.923,21,13.03
store2,0.0,1577.934,1577.934,1,21.46
streetLight2 (37),0.011,1577.945,1577.956,2,4.888
store2,0.011,1577.967,1577.978,2,21.668
streetLight2 (37),0.0,1577.99,1577.99,1,4.883
store2,0.066,1578.001,1578.067,7,21.436
streetLight2 (37),0.0,1578.079,1578.079,1,4.958
store2,0.033,1578.09,1578.123,4,21.543
baum ld1(enhanced),0.0,1578.134,1578.134,1,14.845
store2,0.111,1578.145,1578.256,11,21.446
streetLight2 (37),0.0,1578.267,1578.267,1,4.879
store2,0.675,1578.278,1578.953,62,24.263
baum ld1(enhanced),0.089,1578.964,1579.053,9,22.429
store2,0.0,1579.063,1579.063,1,37.217
baum ld1(enhanced),0.055,1579.075,1579.13,6,22.558
store2,0.034,1579.141,1579.175,4,38.19
baum ld1(enhanced),0.022,1579.186,1579.208,3,22.549
store2,0.0,1579.219,1579.219,1,37.625
baum ld1(enhanced),0.0,1579.23,1579.23,1,23.383
store2,0.023,1579.241,1579.264,3,38.46
baum ld1(enhanced),0.066,1579.275,1579.341,7,22.973
store2,0.011,1579.353,1579.364,2,39.13
baum ld1(enhanced),0.0,1579.375,1579.375,1,23.146
store2,0.067,1579.386,1579.453,7,39.164
baum ld1(enhanced),0.0,1579.464,1579.464,1,23.069
store2,0.033,1579.475,1579.508,4,43.17
baum ld1(enhanced),0.234,1579.519,1579.753,22,39.227
store2,0.232,1579.764,1579.996,22,52.322
Sky,0.644,1580.285,1580.929,18,217.652
baum ld0(enhanced),0.0,1580.963,1580.963,1,112.004
Lod_1,0.167,1580.974,1581.141,16,30.469
Bush_qilgY2_2x2x4_PF_baked_single,0.0,1581.152,1581.152,1,56.641
Lod_1,0.055,1581.163,1581.218,6,33.452
NPC-615,0.011,1581.229,1581.24,2,13.478
Lod_1,0.0,1581.251,1581.251,1,30.125
NPC-615,0.0,1581.263,1581.263,1,13.514
Lod_1,0.022,1581.274,1581.296,3,30.071
NPC-615,0.0,1581.307,1581.307,1,13.559
Lod_1,0.0,1581.321,1581.321,1,30.056
NPC-615,0.0,1581.332,1581.332,1,13.537
Lod_1,0.011,1581.343,1581.354,2,30.066
NPC-615,0.0,1581.365,1581.365,1,13.548
Lod_1,0.0,1581.376,1581.376,1,30.11
NPC-615,0.0,1581.387,1581.387,1,13.53
Lod_1,0.011,1581.398,1581.409,2,30.336
NPC-615,0.066,1581.419,1581.485,7,13.504
face_615,0.034,1581.496,1581.53,4,13.676
NPC-615,0.022,1581.541,1581.563,3,13.42
face_615,0.0,1581.574,1581.574,1,13.643
NPC-615,0.233,1581.585,1581.818,22,13.453
Lod_1,0.0,1581.829,1581.829,1,30.764
PlantPot_A (5),0.0,1581.84,1581.84,1,79.315
streetLight2 (15),0.0,1581.851,1581.851,1,97.227
baum ld0(enhanced),0.011,1581.862,1581.873,2,63.031
Col House1,0.0,1581.885,1581.885,1,128.217
apartment3,0.011,1581.896,1581.907,2,164.106
Col House1,0.011,1581.918,1581.929,2,128.229
baum ld0(enhanced),0.033,1581.94,1581.973,4,63.133
Col House1,0.0,1581.984,1581.984,1,128.208
baum ld0(enhanced),0.0,1581.996,1581.996,1,63.182
PlantPot_A (5),0.0,1582.007,1582.007,1,80.865
Busstop,0.0,1582.018,1582.018,1,142.15
NPC-615,0.134,1582.029,1582.163,13,13.43
Lod_1,0.01,1582.174,1582.184,2,30.112
baum ld1(enhanced),0.0,1582.195,1582.195,1,123.089
Bench_A (1),0.0,1582.206,1582.206,1,128.853
Park_Streight (3),0.0,1582.218,1582.218,1,105.492
Bench_A (1),0.011,1582.229,1582.24,2,128.801
Bush_b1_4x4x4_PF_baked_single (4),0.0,1582.251,1582.251,1,130.359
baum ld1(enhanced),0.0,1582.262,1582.262,1,135.967
Park_Sidewalk_Corner_B,0.0,1582.274,1582.274,1,119.694
Park_Streight (3),0.0,1582.284,1582.284,1,105.515
SingleZebraPrefab,0.0,1582.296,1582.296,1,94.917
Sitting_NPC (4165),0.0,1582.307,1582.307,1,33.292
Pedestrian Crossing,0.0,1582.318,1582.318,1,102.465
Park_Streight (1),0.0,1582.329,1582.329,1,122.545
SingleZebraPrefab,0.0,1582.34,1582.34,1,91.899
Terrain,0.0,1582.351,1582.351,1,86.583
Bench_A (1),0.01,1582.363,1582.373,2,128.578
NPC-612,0.0,1582.385,1582.385,1,52.889
streetLight2 (39),0.0,1582.673,1582.673,1,23.396
baum ld0 mobile (3),0.0,1582.684,1582.684,1,120.212
streetLight2 (39),0.045,1582.695,1582.74,5,23.409
baum ld0(enhanced),0.0,1582.751,1582.751,1,78.926
streetLight2 (39),0.0,1582.762,1582.762,1,23.513
baum ld0(enhanced),0.022,1582.773,1582.795,3,116.935
streetLight2 (39),0.033,1582.806,1582.839,4,23.382
baum ld0(enhanced),0.244,1582.851,1583.095,23,108.792
streetLight2 (39),0.011,1583.106,1583.117,2,23.38
baum ld0(enhanced),0.0,1583.128,1583.128,1,110.041
PlantPot_A (11),0.045,1583.139,1583.184,5,79.614
metalBench,0.0,1583.195,1583.195,1,75.264
Sitting_NPC (412),0.033,1583.206,1583.239,4,71.437
PlantPot_A (11),0.0,1583.25,1583.25,1,79.413
Sitting_NPC (412),0.0,1583.261,1583.261,1,71.523
metalBench (1),0.0,1583.272,1583.272,1,71.183
Sitting_NPC (412),0.011,1583.284,1583.295,2,71.454
PlantPot_A (11),0.0,1583.306,1583.306,1,79.609
baum ld0(enhanced),0.0,1583.317,1583.317,1,124.249
PlantPot_A (11),0.011,1583.328,1583.339,2,79.607
baum ld0(enhanced),0.0,1583.35,1583.35,1,117.603
Terrain,0.0,1583.362,1583.362,1,90.737
PlantPot_A (7),0.0,1583.373,1583.373,1,39.846
trashcan_squarePrefab (7),0.0,1583.384,1583.384,1,37.999
Sitting_NPC (4241),0.011,1583.395,1583.406,2,36.476
trashcan_squarePrefab (7),0.178,1583.417,1583.595,17,38.142
Sitting_NPC (4241),0.0,1583.606,1583.606,1,36.503
trashcan_squarePrefab (7),0.033,1583.617,1583.65,4,38.149
PlantPot_A (7),0.0,1583.661,1583.661,1,39.344
streetLight2 (39),0.0,1584.039,1584.039,1,23.647
baum ld1(enhanced),0.111,1584.117,1584.228,11,60.934
streetLight2 (39),0.0,1584.239,1584.239,1,23.868
baum ld1(enhanced),0.233,1584.25,1584.483,22,59.717
streetLight2 (39),0.023,1584.494,1584.517,3,23.847
baum ld1(enhanced),0.011,1584.528,1584.539,2,60.061
streetLight2 (39),0.0,1584.55,1584.55,1,23.836
baum ld1(enhanced),0.323,1584.561,1584.884,5,85.927
store2,0.0,1584.894,1584.894,1,79.808
baum ld1(enhanced),0.0,1584.905,1584.905,1,125.264
Combined_apartment1,0.0,1584.916,1584.916,1,199.413
store2,0.167,1584.927,1585.094,16,78.442
Combined_apartment1,0.0,1585.105,1585.105,1,200.303
baum ld1(enhanced),0.124,1585.116,1585.24,12,60.856
B39,0.0,1585.252,1585.252,1,178.731
streetLight2 (36),0.0,1585.263,1585.263,1,42.191
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.011,1585.273,1585.284,2,109.811
retirementHome1,0.0,1585.295,1585.295,1,214.122
New_NPC (64)(Clone),0.0,1585.306,1585.306,1,63.383
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1585.317,1585.317,1,109.712
EU_TrafficLight_01,0.0,1585.328,1585.328,1,102.968
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1585.339,1585.339,1,109.8
NPC-617,0.177,1585.35,1585.527,17,50.786
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1585.539,1585.539,1,109.573
streetLight2 (39),0.0,1585.551,1585.551,1,23.381
PlantPot_A (6),0.078,1585.561,1585.639,8,61.166
Terrain,0.033,1585.65,1585.683,4,58.421
PlantPot_A (6),0.246,1585.694,1585.94,23,61.314
baum ld1(enhanced),0.002,1586.227,1586.229,2,59.478
streetLight2 (39),0.011,1586.24,1586.251,2,23.889
baum ld1(enhanced),0.0,1586.262,1586.262,1,59.346
streetLight2 (39),0.101,1586.273,1586.374,10,23.844
baum ld1(enhanced),0.0,1586.385,1586.385,1,59.631
streetLight2 (39),0.033,1586.395,1586.428,4,23.779
baum ld1(enhanced),0.199,1586.439,1586.638,18,57.621
store2,0.28,1586.649,1586.929,27,50.045
baum ld1(enhanced),0.0,1586.94,1586.94,1,41.257
store2,0.191,1586.951,1587.142,18,61.421
baum ld1(enhanced),0.022,1587.153,1587.175,3,40.656
Combined_apartment1,0.002,1587.494,1587.496,2,191.454
Sky,0.221,1588.616,1588.837,8,246.701
streetLight2 (39),0.0,1588.859,1588.859,1,23.473
baum ld0(enhanced),0.011,1588.87,1588.881,2,103.85
retirementHome1,0.212,1588.892,1589.104,20,214.55
streetLight2 (10),0.066,1589.115,1589.181,7,102.037
retirementHome1,0.022,1589.193,1589.215,3,214.59
streetLight2 (39),0.0,1589.227,1589.227,1,23.394
baum ld0(enhanced),0.0,1589.237,1589.237,1,109.084
baum ld1(enhanced),0.233,1589.248,1589.481,22,125.419
PlantPot_A (6),0.012,1589.493,1589.505,2,61.824
baum ld1(enhanced),0.254,1589.516,1589.77,24,125.365
PlantPot_A (6),0.011,1589.781,1589.792,2,62.405
baum ld1(enhanced),0.0,1589.804,1589.804,1,126.733
PlantPot_A (11),0.0,1589.815,1589.815,1,79.515
Bush_qilgP2_6x6x4_PF (15),0.0,1589.826,1589.826,1,119.977
NPC-617,0.0,1589.837,1589.837,1,50.793
Terrain,0.01,1589.848,1589.858,2,82.893
Park_Sidewalk_Corner_A,0.0,1589.87,1589.87,1,114.573
Park_Streight (3),0.0,1589.881,1589.881,1,105.747
SingleZebraPrefab,0.0,1589.892,1589.892,1,92.135
Terrain,0.012,1589.903,1589.915,2,85.601
SingleZebraPrefab,0.0,1589.925,1589.925,1,92.149
Terrain,0.0,1589.936,1589.936,1,80.812
EU_TrafficLight_01 (1),0.156,1589.948,1590.104,15,95.141
Terrain,0.002,1590.116,1590.118,2,77.364
NPC-617,0.0,1590.128,1590.128,1,50.745
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1590.139,1590.139,1,109.763
streetLight2 (10),0.011,1590.15,1590.161,2,103.357
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.022,1590.172,1590.194,3,110.239
Bush_qilgP2_6x6x4_PF (15),0.0,1590.206,1590.206,1,119.642
H_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,1590.218,1590.218,1,117.934
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.066,1590.229,1590.295,7,110.299
streetLight2 (10),0.0,1590.307,1590.307,1,103.286
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1590.317,1590.317,1,110.066
streetLight2 (10),0.066,1590.328,1590.394,7,103.277
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.02,1590.405,1590.425,2,110.21
Park_Streight (3),0.011,1590.436,1590.447,2,106.398
PlantPot_A (11),0.011,1590.458,1590.469,2,79.753
Terrain,0.0,1590.481,1590.481,1,68.703
PlantPot_A (7),0.011,1590.492,1590.503,2,39.369
New_NPC (1),0.303,1590.514,1590.817,29,17.817
store2,0.0,1590.827,1590.827,1,73.301
streetLight2 (39),0.0,1590.847,1590.847,1,23.393
baum ld0(enhanced),0.0,1590.859,1590.859,1,109.676
streetLight2 (39),0.144,1590.87,1591.014,14,23.398
PlantPot_A (11),0.022,1591.025,1591.047,3,79.019
streetLight2 (39),0.0,1591.058,1591.058,1,23.404
PlantPot_A (11),0.0,1591.07,1591.07,1,79.041
streetLight2 (39),0.022,1591.081,1591.103,3,23.402
PlantPot_A (11),0.011,1591.114,1591.125,2,79.024
baum ld0(enhanced),0.0,1591.136,1591.136,1,124.098
Bush_qilgP2_6x6x4_PF (5),0.0,1591.147,1591.147,1,131.658
PlantPot_A (7),0.0,1591.158,1591.158,1,40.53
New_NPC (1),0.0,1591.169,1591.169,1,18.555
New_NPC (42),0.0,1591.18,1591.18,1,19.714
New_NPC (1),0.022,1591.192,1591.214,3,18.753
New_NPC (42),0.011,1591.225,1591.236,2,19.907
New_NPC (1),0.0,1591.247,1591.247,1,18.852
PlantPot_A (7),0.024,1591.258,1591.282,3,39.231
New_NPC (42),0.087,1591.293,1591.38,9,20.064
store2,0.0,1591.391,1591.391,1,72.884
retirementHome1,0.0,1591.403,1591.403,1,219.0
baum ld0(enhanced),0.0,1591.415,1591.415,1,117.438
Bush_d1_6x6x4_COL_PRIM_CAPSULE,0.0,1591.425,1591.425,1,109.598
retirementHome1,0.0,1591.436,1591.436,1,214.121
streetLight2 (10),0.0,1591.447,1591.447,1,103.241
Bush_qilgP2_6x6x4_PF (15),0.0,1591.458,1591.458,1,119.993
face_64,0.0,1591.469,1591.469,1,50.769
New_NPC (64)(Clone),0.023,1591.481,1591.504,3,50.68
Bush_qilgP2_6x6x4_PF (15),0.044,1591.514,1591.558,5,119.702
New_NPC (64)(Clone),0.023,1591.569,1591.592,3,50.605
Bush_qilgP2_6x6x4_PF (15),0.013,1591.602,1591.615,2,119.706
New_NPC (64)(Clone),0.0,1591.625,1591.625,1,50.51
face_64,0.022,1591.636,1591.658,3,50.444
New_NPC (64)(Clone),0.011,1591.669,1591.68,2,50.33
face_64,0.011,1591.691,1591.702,2,50.358
Bush_qilgP2_6x6x4_PF (15),0.134,1591.713,1591.847,13,120.575
baum ld0(enhanced),0.0,1591.858,1591.858,1,124.343
PlantPot_A (11),0.0,1591.869,1591.869,1,79.747
PlantPot_A (6),0.0,1591.88,1591.88,1,61.254
store2,0.278,1591.891,1592.169,26,73.828
New_NPC (1),0.0,1592.18,1592.18,1,20.358
store2,0.0,1592.191,1592.191,1,73.674
New_NPC (1),0.0,1592.202,1592.202,1,20.398
store2,0.055,1592.214,1592.269,6,73.646
face_1,0.055,1592.28,1592.335,6,20.608
store2,0.022,1592.347,1592.369,3,74.163
face_1,0.077,1592.38,1592.457,8,20.817
store2,0.0,1592.469,1592.469,1,73.399
face_1,0.0,1592.48,1592.48,1,20.927
store2,0.0,1592.491,1592.491,1,72.518
New_NPC (1),0.033,1592.502,1592.535,4,20.798
store2,0.023,1592.546,1592.569,3,72.12
