HON,length,start,end,hits,distance
SingleZebraPrefab,0.011,2506.736,2506.747,2,37.917
materialC150,0.011,2506.758,2506.769,2,39.545
SingleZebraPrefab,0.122,2506.781,2506.903,12,36.875
materialC150,0.033,2506.914,2506.947,4,41.55
SingleZebraPrefab,0.034,2506.958,2506.992,4,35.998
Terrain,0.2,2507.003,2507.203,19,26.482
BasketbalcourtLines,0.0,2507.214,2507.214,1,64.529
B18 1 (6),0.011,2507.225,2507.236,2,71.337
NPC-4621,0.0,2507.247,2507.247,1,47.324
Bush_qilgP2_6x6x4_PF (33),0.022,2507.258,2507.28,3,74.939
garbageBagClosed01,0.0,2507.291,2507.291,1,72.937
Pavement_D_A (2),0.0,2507.303,2507.303,1,71.742
NPC-4623,0.0,2507.314,2507.314,1,48.35
Pavement_D_A (2),0.033,2507.325,2507.358,4,71.274
Bush_qilgP2_6x6x4_PF (33),0.178,2507.369,2507.547,17,74.726
PH_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,2507.558,2507.558,1,74.392
BasketbalcourtLines,0.0,2507.569,2507.569,1,65.324
Dead_Grass_02_Var2_Prefab_baked_single (3),0.0,2507.58,2507.58,1,51.264
Park_Center,0.078,2507.591,2507.669,8,44.068
Terrain,0.211,2507.68,2507.891,20,32.884
Park_Center,0.0,2507.902,2507.902,1,55.709
Terrain,0.0,2507.913,2507.913,1,28.217
Park_Center,0.045,2507.924,2507.969,5,42.628
Terrain,0.255,2507.98,2508.235,24,26.806
materialC150,0.022,2508.391,2508.413,3,42.852
Trashcans_mesh (3),0.023,2508.424,2508.447,3,54.895
StreetBox02,0.0,2508.458,2508.458,1,30.83
SingleZebraPrefab,0.022,2508.469,2508.491,3,31.865
materialC150,0.011,2508.502,2508.513,2,36.791
SingleZebraPrefab,0.0,2508.525,2508.525,1,29.738
Terrain,0.011,2508.536,2508.547,2,24.438
Dead_Grass_02_Var2_Prefab_baked_single (5),0.0,2508.558,2508.558,1,49.567
B18 1 (6),0.0,2508.569,2508.569,1,67.169
Dead_Grass_02_Var2_Prefab_baked_single (5),0.055,2508.58,2508.635,6,49.504
Park_Center,0.022,2508.647,2508.669,3,45.954
Terrain,0.033,2508.68,2508.713,4,33.974
BasketbalcourtLines,0.012,2508.724,2508.736,2,64.375
Park_Center,0.0,2508.746,2508.746,1,46.537
NPC-4621,0.0,2508.757,2508.757,1,44.056
Park_Center,0.188,2508.769,2508.957,18,46.756
Terrain,0.0,2508.969,2508.969,1,33.137
Park_Center,0.011,2508.98,2508.991,2,46.881
Trashcans_mesh (3),0.0,2509.001,2509.001,1,53.62
materialC150,0.011,2509.013,2509.024,2,39.666
Trashcans_mesh (3),0.045,2509.035,2509.08,5,53.48
materialC150,0.066,2509.091,2509.157,7,39.111
Park_Center,0.0,2509.168,2509.168,1,52.06
materialC150,0.022,2509.18,2509.202,3,48.662
Park_Center,0.022,2509.213,2509.235,3,52.552
dumpster,0.045,2509.246,2509.291,5,53.089
Trashcans_mesh (3),0.023,2509.301,2509.324,3,52.954
bigMetalTrashcanEmpty,0.0,2509.335,2509.335,1,53.915
B18 1 (1),0.0,2509.346,2509.346,1,65.496
Pavement_D_A,0.0,2509.357,2509.357,1,64.189
materialC150,0.0,2509.368,2509.368,1,54.362
B18 1 (1),0.0,2509.38,2509.38,1,65.456
materialC150,0.012,2509.39,2509.402,2,56.621
B18 1 (1),0.155,2509.413,2509.568,15,65.217
StreetBox01,0.0,2509.579,2509.579,1,27.41
Dead_Grass_02_Var2_Prefab_baked_single,0.0,2509.59,2509.59,1,44.352
B18 1 (6),0.256,2509.601,2509.857,24,65.181
BasketbalcourtLines,0.012,2509.868,2509.88,2,59.864
PH_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,2509.89,2509.89,1,69.174
BasketbalcourtLines,0.0,2509.902,2509.902,1,59.425
Park_Center,0.0,2509.913,2509.913,1,53.329
BasketbalcourtLines,0.044,2509.924,2509.968,5,58.311
Park_Center,0.033,2509.98,2510.013,4,39.711
BasketbalcourtLines,0.0,2510.024,2510.024,1,58.168
Pavement_D_A (2),0.0,2510.035,2510.035,1,64.757
BasketbalcourtLines,0.0,2510.046,2510.046,1,63.74
Park_Center,0.044,2510.057,2510.101,5,45.94
Terrain,0.0,2510.113,2510.113,1,36.164
Park_Center,0.011,2510.124,2510.135,2,38.499
Terrain,0.0,2510.146,2510.146,1,36.46
Park_Center,0.0,2510.157,2510.157,1,42.462
Dead_Grass_02_Var2_Prefab_baked_single (3),0.0,2510.168,2510.168,1,45.766
B18 1 (5),0.0,2510.179,2510.179,1,63.255
materialC150,0.0,2510.19,2510.19,1,40.407
SingleZebraPrefab,0.034,2510.201,2510.235,4,27.833
materialC150,0.011,2510.246,2510.257,2,36.708
SingleZebraPrefab,0.278,2510.268,2510.546,26,28.234
Terrain,0.011,2510.557,2510.568,2,29.453
BasketbalcourtLines,0.0,2510.579,2510.579,1,60.22
cardboardBoxBroken01,0.011,2510.59,2510.601,2,62.669
B18 1 (6),0.0,2510.613,2510.613,1,62.951
cardboardBoxBroken01,0.011,2510.624,2510.635,2,62.676
B18 1 (6),0.022,2510.646,2510.668,3,62.867
Dead_Grass_02_Var2_Prefab_baked_single (3),0.0,2510.679,2510.679,1,45.817
B18 1 (6),0.0,2510.69,2510.69,1,62.796
Dead_Grass_02_Var2_Prefab_baked_single (3),0.045,2510.701,2510.746,5,44.594
Park_Center,0.0,2510.757,2510.757,1,45.113
Dead_Grass_02_Var2_Prefab_baked_single (3),0.067,2510.768,2510.835,7,44.388
Park_Center,0.044,2510.846,2510.89,5,39.18
cardboardBoxBroken01,0.0,2510.901,2510.901,1,61.98
Park_Center,0.0,2510.913,2510.913,1,49.166
Terrain,0.011,2510.924,2510.935,2,26.305
StreetBox02,0.0,2510.946,2510.946,1,25.304
materialC150,0.0,2510.957,2510.957,1,31.473
StreetBox02,0.0,2510.968,2510.968,1,25.577
SingleZebraPrefab,0.0,2510.979,2510.979,1,26.323
materialC150,0.0,2510.99,2510.99,1,31.207
SingleZebraPrefab,0.189,2511.001,2511.19,18,27.975
materialC150,0.0,2511.201,2511.201,1,29.483
SingleZebraPrefab,0.034,2511.212,2511.246,4,28.785
materialC150,0.144,2511.257,2511.401,14,30.483
Terrain,0.0,2511.412,2511.412,1,26.801
Park_Center,0.0,2511.423,2511.423,1,43.174
Dead_Grass_02_Var2_Prefab_baked_single,0.0,2511.434,2511.434,1,40.31
Park_Center,0.0,2511.446,2511.446,1,38.769
Dead_Grass_02_Var2_Prefab_baked_single,0.044,2511.457,2511.501,5,40.217
Park_Center,0.0,2511.512,2511.512,1,39.891
Dead_Grass_02_Var2_Prefab_baked_single,0.122,2511.523,2511.645,12,39.985
Trashcans_mesh (3),0.0,2511.656,2511.656,1,47.767
streetLight1Prefab (2),0.0,2511.667,2511.667,1,49.097
materialE150,0.0,2511.679,2511.679,1,49.717
materialA150,0.0,2511.69,2511.69,1,42.868
B18 1 (1),0.011,2511.701,2511.712,2,60.783
materialC150,0.0,2511.723,2511.723,1,53.511
B18 1 (1),0.045,2511.734,2511.779,5,60.785
materialC150,0.166,2511.79,2511.956,16,53.483
B18 1 (1),0.0,2511.968,2511.968,1,60.251
materialC150,0.022,2511.979,2512.001,3,45.677
SingleZebraPrefab,0.0,2512.012,2512.012,1,15.077
Terrain,0.011,2512.079,2512.09,2,7.039
BasketballHoop1Prefab (1),0.0,2512.101,2512.101,1,52.155
Trashcans_mesh (4),0.011,2512.112,2512.123,2,46.705
Park_Center,0.011,2512.134,2512.145,2,37.797
BasketbalcourtLines,0.0,2512.156,2512.156,1,48.385
Park_Center,0.078,2512.167,2512.245,8,36.379
B18 1 (5),0.0,2512.256,2512.256,1,58.672
Park_Center,0.0,2512.267,2512.267,1,36.195
B18 1 (6),0.0,2512.279,2512.279,1,60.202
Pavement_D_A (2),0.0,2512.29,2512.29,1,60.076
PH_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.011,2512.301,2512.312,2,64.071
Bush_qilgP2_6x6x4_PF (33),0.0,2512.323,2512.323,1,64.513
garbageBagClosed01,0.0,2512.334,2512.334,1,61.981
Pavement_D_A (2),0.0,2512.345,2512.345,1,62.885
NPC-4621,0.0,2512.356,2512.356,1,36.427
face_4621,0.0,2512.367,2512.367,1,36.766
Bush_qilgP2_6x6x4_PF (33),0.0,2512.379,2512.379,1,64.127
face_4621,0.022,2512.39,2512.412,3,36.702
NPC-4621,0.0,2512.423,2512.423,1,36.46
face_4621,0.0,2512.434,2512.434,1,36.612
NPC-4621,0.011,2512.445,2512.456,2,36.318
Pavement_D_A (2),0.023,2512.467,2512.49,3,60.849
NPC-4621,0.0,2512.501,2512.501,1,36.364
face_4621,0.0,2512.512,2512.512,1,36.481
BasketbalcourtLines,0.0,2512.523,2512.523,1,57.396
B18 1 (6),0.011,2512.534,2512.545,2,58.644
BasketballHoop1Prefab (1),0.0,2512.556,2512.556,1,51.163
dumpster,0.0,2512.567,2512.567,1,45.894
Park_Center,0.011,2512.578,2512.589,2,37.078
Trashcans_mesh (3),0.0,2512.6,2512.6,1,45.746
Park_Center,0.0,2512.612,2512.612,1,38.969
Trashcans_mesh (3),0.011,2512.623,2512.634,2,45.678
Park_Center,0.033,2512.645,2512.678,4,33.32
Terrain,0.067,2512.689,2512.756,7,27.824
Park_Center,0.133,2512.767,2512.9,13,31.754
materialC150,0.0,2512.912,2512.912,1,26.094
StreetBox01,0.011,2512.923,2512.934,2,20.138
materialD150,0.0,2512.945,2512.945,1,29.492
SingleZebraPrefab,0.022,2512.956,2512.978,3,24.332
materialC150,0.0,2512.989,2512.989,1,25.789
StreetBox01,0.0,2513.0,2513.0,1,20.013
materialC150,0.012,2513.011,2513.023,2,25.86
StreetBox01,0.022,2513.034,2513.056,3,19.917
SingleZebraPrefab,0.0,2513.067,2513.067,1,24.714
StreetBox01,0.011,2513.078,2513.089,2,19.835
Terrain,0.489,2513.1,2513.589,45,15.28
Park_Center,0.0,2513.6,2513.6,1,34.949
BasketbalcourtLines,0.0,2513.611,2513.611,1,50.498
B18 1 (6),0.0,2513.622,2513.622,1,57.594
Bush_qilgP2_6x6x4_PF (32),0.033,2513.634,2513.667,4,62.68
Fern_var03_Prefab_baked_single,0.0,2513.678,2513.678,1,62.198
face_4623,0.022,2513.689,2513.711,3,34.952
Pavement_D_A (2),0.0,2513.722,2513.722,1,58.991
NPC-4623,0.066,2513.734,2513.8,7,34.688
BasketbalcourtLines,0.067,2513.811,2513.878,7,51.816
NPC-4621,0.0,2513.889,2513.889,1,33.303
B18 1 (6),0.0,2513.9,2513.9,1,55.581
Park_Center,0.11,2513.912,2514.022,11,32.153
Dead_Grass_02_Var2_Prefab_baked_single,0.0,2514.033,2514.033,1,34.73
Park_Center,0.222,2514.045,2514.267,21,31.683
Terrain,0.667,2514.278,2514.945,61,14.111
Park_Center,0.0,2514.956,2514.956,1,25.881
Terrain,0.011,2514.967,2514.978,2,22.692
Park_Center,0.089,2514.989,2515.078,9,26.441
Terrain,0.124,2515.089,2515.213,12,21.712
Park_Center,0.0,2515.222,2515.222,1,26.717
Dead_Grass_02_Var2_Prefab_baked_single (3),0.0,2515.233,2515.233,1,34.844
PH_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.0,2515.255,2515.255,1,38.976
BasketbalcourtLines,0.0,2515.266,2515.266,1,50.39
B18 1 (6),0.026,2515.277,2515.303,4,53.96
BasketbalcourtLines,0.011,2515.322,2515.333,2,45.222
PH_Plant_Perennials_a2_1x1x2_Prefab_baked_hierarchy,0.056,2515.344,2515.4,6,38.769
Park_Center,0.011,2515.411,2515.422,2,35.588
Terrain,0.289,2515.433,2515.722,26,17.338
Park_Center,0.077,2515.733,2515.81,8,27.419
Terrain,0.0,2515.821,2515.821,1,23.736
Park_Center,0.111,2515.832,2515.943,11,27.297
Terrain,0.334,2515.954,2516.288,31,13.334
materialC150,0.011,2516.299,2516.31,2,32.488
New_NPC (492),0.0,2516.321,2516.321,1,50.063
materialC150,0.0,2516.332,2516.332,1,40.428
B18 1 (1),0.011,2516.344,2516.355,2,51.456
New_NPC (4104),0.3,2516.366,2516.666,28,50.445
B18 1 (1),0.1,2516.677,2516.777,10,51.294
New_NPC (4104),0.011,2516.788,2516.799,2,50.529
B18 1 (1),0.0,2516.81,2516.81,1,51.304
New_NPC (4104),0.0,2516.821,2516.821,1,50.498
streetLight2 (8),0.0,2516.832,2516.832,1,31.225
Trashcans_mesh (3),0.011,2516.843,2516.854,2,38.408
B18 1 (5),0.0,2516.865,2516.865,1,50.469
B18 1 (6),0.011,2516.877,2516.888,2,50.635
B18 1 (5),0.022,2516.899,2516.921,3,50.5
B18 1 (6),0.011,2516.932,2516.943,2,50.674
B18 1 (5),0.134,2516.954,2517.088,13,50.564
Trashcans_mesh (3),0.0,2517.099,2517.099,1,38.298
B18 1 (1),0.011,2517.11,2517.121,2,51.366
B18 1,0.0,2517.132,2517.132,1,53.595
SingleZebraPrefab,0.0,2517.143,2517.143,1,11.266
B18 1,0.0,2517.154,2517.154,1,55.769
materialC150,0.0,2517.165,2517.165,1,35.87
Terrain,0.0,2517.177,2517.177,1,3.185
materialC150,0.01,2517.188,2517.198,2,35.267
streetLight1Prefab (15),0.0,2517.21,2517.21,1,40.146
B18 1,0.033,2517.221,2517.254,4,55.584
streetLight1Prefab (15),0.067,2517.265,2517.332,7,40.122
B18 1,0.011,2517.343,2517.354,2,53.628
B18 1 (1),0.0,2517.365,2517.365,1,50.934
Trashcans_mesh (3),0.0,2517.376,2517.376,1,38.269
BasketballHoop1Prefab (1),0.0,2517.387,2517.387,1,43.548
B18 1 (5),0.078,2517.398,2517.476,8,50.409
BasketballHoop1Prefab (1),0.011,2517.487,2517.498,2,43.017
B18 1 (5),0.078,2517.51,2517.588,8,50.41
BasketbalcourtLines,0.0,2517.599,2517.599,1,41.03
Park_Center,0.333,2517.61,2517.943,31,29.042
Dead_Grass_02_Var2_Prefab_baked_single (5),0.0,2517.954,2517.954,1,34.395
Park_Center,0.2,2517.965,2518.165,19,27.915
NPC-4621,0.022,2518.176,2518.198,3,28.752
Park_Center,0.189,2518.209,2518.398,18,27.176
Terrain,0.056,2518.409,2518.465,6,23.1
Park_Center,0.011,2518.476,2518.487,2,25.617
Terrain,0.0,2518.498,2518.498,1,24.558
Park_Center,0.0,2518.51,2518.51,1,24.665
Terrain,0.0,2518.52,2518.52,1,23.242
Park_Center,0.022,2518.532,2518.554,3,26.382
Terrain,0.011,2518.565,2518.576,2,23.215
Park_Center,0.033,2518.587,2518.62,4,27.358
NPC-4621,0.023,2518.631,2518.654,3,28.565
Park_Center,0.0,2518.665,2518.665,1,28.29
NPC-4621,0.011,2518.676,2518.687,2,28.593
Park_Center,0.0,2518.698,2518.698,1,35.263
NPC-4621,0.0,2518.709,2518.709,1,28.692
NPC-4623,0.0,2518.721,2518.721,1,28.99
Park_Center,0.011,2518.732,2518.743,2,27.485
Terrain,0.011,2518.754,2518.765,2,21.956
store2,0.288,2518.776,2519.064,16,27.983
PlantPot_A (11),0.955,2519.075,2520.03,87,8.984
store2,0.0,2520.041,2520.041,1,24.898
baum ld0(enhanced),0.045,2520.052,2520.097,5,9.706
store2,0.234,2520.107,2520.341,22,24.549
PlantPot_A (11),0.788,2520.352,2521.14,72,7.754
store2,0.0,2521.151,2521.151,1,45.056
metalBench (1),0.0,2521.162,2521.162,1,17.445
store2,0.023,2521.173,2521.196,3,46.901
metalBench (1),0.011,2521.207,2521.218,2,17.487
store2,0.056,2521.229,2521.285,6,45.022
Terrain,0.0,2521.296,2521.296,1,43.757
store2,0.011,2521.307,2521.318,2,44.758
Terrain,0.011,2521.329,2521.34,2,40.944
metalBench (1),0.011,2521.351,2521.362,2,17.496
Terrain,0.012,2521.373,2521.385,2,41.846
store2,0.077,2521.396,2521.473,8,44.826
PlantPot_A (11),0.208,2521.485,2521.693,20,7.973
metalBench (1),0.044,2521.705,2521.749,5,17.5
Terrain,0.0,2521.76,2521.76,1,33.294
metalBench (1),0.122,2521.771,2521.893,12,17.429
Terrain,0.0,2521.905,2521.905,1,36.097
metalBench (1),0.334,2521.916,2522.25,31,16.852
metalBench (2),0.0,2522.261,2522.261,1,20.734
PlantPot_A (6),0.011,2522.273,2522.284,2,24.712
PlantPot_A (7),0.0,2522.295,2522.295,1,46.78
PlantPot_A (6),0.011,2522.306,2522.317,2,24.852
PlantPot_A (7),0.0,2522.328,2522.328,1,46.249
PlantPot_A (6),0.056,2522.339,2522.395,6,24.924
PlantPot_A (7),0.0,2522.406,2522.406,1,46.777
baum ld1(enhanced),0.0,2522.417,2522.417,1,47.583
PlantPot_A (7),0.0,2522.428,2522.428,1,46.496
baum ld1(enhanced),0.333,2522.528,2522.861,31,45.534
BridgeSlope_Simple (1),0.234,2522.871,2523.105,22,107.279
PlantPot_A (7),0.0,2523.116,2523.116,1,44.706
PlantPot_A (6),0.0,2523.127,2523.127,1,22.354
NPC (4209),0.0,2523.138,2523.138,1,35.489
store2,0.0,2523.149,2523.149,1,42.915
metalBench (1),0.0,2523.16,2523.16,1,15.648
face_412,0.0,2523.171,2523.171,1,14.797
store2,0.033,2523.182,2523.215,4,43.208
face_412,0.034,2523.227,2523.261,4,14.672
Sitting_NPC (412),0.0,2523.272,2523.272,1,14.582
face_412,0.011,2523.283,2523.294,2,14.581
NPC (4209),0.0,2523.305,2523.305,1,35.163
face_412,0.0,2523.316,2523.316,1,14.512
Sitting_NPC (412),0.0,2523.328,2523.328,1,14.383
face_412,0.022,2523.339,2523.361,3,14.413
metalBench (1),0.044,2523.372,2523.416,5,13.95
Sitting_NPC (412),0.0,2523.427,2523.427,1,14.145
metalBench (1),0.034,2523.438,2523.472,4,13.842
Sitting_NPC (412),0.011,2523.483,2523.494,2,14.006
metalBench (1),0.0,2523.505,2523.505,1,13.94
Sitting_NPC (412),0.0,2523.516,2523.516,1,13.945
metalBench (1),0.245,2523.527,2523.772,23,13.397
Terrain,0.0,2523.783,2523.783,1,13.402
metalBench (1),0.067,2523.794,2523.861,7,13.706
Terrain,0.1,2523.872,2523.972,10,13.56
metalBench (1),0.056,2523.983,2524.039,6,13.186
Terrain,0.011,2524.05,2524.061,2,12.987
metalBench (1),0.0,2524.072,2524.072,1,12.395
face_412,0.011,2524.083,2524.094,2,12.808
store2,0.011,2524.105,2524.116,2,43.141
NPC (4209),0.011,2524.127,2524.138,2,33.409
metalBench (1),0.234,2524.149,2524.383,22,11.95
Sitting_NPC (412),0.211,2524.394,2524.605,20,11.769
Terrain,0.011,2524.616,2524.627,2,11.774
Sitting_NPC (412),0.277,2524.638,2524.915,26,11.187
metalBench (1),0.478,2524.927,2525.405,44,10.008
Sitting_NPC (412),0.0,2525.416,2525.416,1,9.696
Terrain,0.012,2525.426,2525.438,2,8.844
metalBench (1),0.0,2525.448,2525.448,1,9.539
Terrain,0.366,2525.46,2525.826,34,8.106
Sitting_NPC (412),0.267,2525.837,2526.104,25,8.484
Terrain,0.0,2526.115,2526.115,1,12.621
PlantPot_A (6),0.011,2526.126,2526.137,2,16.092
PlantPot_A (7),0.0,2526.148,2526.148,1,37.77
PlantPot_A (6),0.289,2526.16,2526.449,27,15.92
NPC (4209),0.0,2526.46,2526.46,1,28.32
PlantPot_A (6),0.122,2526.471,2526.593,12,15.884
NPC (4203),0.032,2526.604,2526.636,4,29.001
PlantPot_A (6),0.089,2526.647,2526.736,9,15.455
PlantPot_A (7),0.0,2526.747,2526.747,1,37.262
baum ld1(enhanced),0.011,2526.758,2526.769,2,57.477
BridgeSlope_Simple (1),0.0,2526.781,2526.781,1,98.933
baum ld1(enhanced),0.066,2526.792,2526.858,7,57.116
BridgeSlope_Simple (1),0.0,2526.869,2526.869,1,98.777
PlantPot_A (7),0.033,2526.881,2526.914,4,37.666
BridgeSlope_Simple (1),0.011,2526.925,2526.936,2,98.644
PlantPot_A (7),0.066,2526.948,2527.014,7,36.943
store2,0.0,2527.137,2527.137,1,51.233
baum ld1(enhanced),0.0,2527.148,2527.148,1,15.089
store2,0.0,2527.159,2527.159,1,50.231
baum ld1(enhanced),0.0,2527.17,2527.17,1,15.113
store2,0.134,2527.181,2527.315,13,50.46
baum ld1(enhanced),0.0,2527.326,2527.326,1,34.531
PlantPot_A (7),0.344,2527.481,2527.825,32,35.053
BridgeSlope_Simple (1),0.011,2527.837,2527.848,2,96.686
streetLight2 (40),0.0,2527.859,2527.859,1,94.07
BridgeSlope_Simple (1),0.022,2527.87,2527.892,3,96.695
New_NPC (71)(Clone),0.022,2527.904,2527.926,3,65.037
BridgeSlope_Simple (1),0.3,2527.937,2528.237,28,96.256
streetLight2 (40),0.0,2528.248,2528.248,1,93.228
BridgeSlope_Simple (1),0.0,2528.259,2528.259,1,95.575
PlantPot_A (6),0.089,2528.27,2528.359,9,11.074
metalBench (2),0.0,2528.37,2528.37,1,7.581
PlantPot_A (6),0.211,2528.381,2528.592,20,10.607
PlantPot_A (8),0.0,2528.603,2528.603,1,52.778
PlantPot_A (10),0.0,2528.614,2528.614,1,87.417
BridgeSlope_Simple (1),0.133,2528.625,2528.758,13,94.548
PlantPot_A (10),0.111,2528.77,2528.881,11,86.926
PlantPot_A (9),0.011,2528.892,2528.903,2,69.513
PlantPot_A (10),0.0,2528.914,2528.914,1,86.702
PlantPot_A (7),0.0,2528.925,2528.925,1,31.575
PlantPot_A (6),0.0,2528.936,2528.936,1,9.661
Terrain,0.0,2528.947,2528.947,1,8.138
PlantPot_A (6),0.0,2528.958,2528.958,1,9.409
Terrain,0.077,2528.97,2529.047,8,6.73
PlantPot_A (6),0.111,2529.058,2529.169,11,9.258
Terrain,0.111,2529.181,2529.292,11,6.783
PlantPot_A (6),0.178,2529.303,2529.481,17,8.57
Terrain,0.0,2529.492,2529.492,1,7.649
PlantPot_A (6),0.0,2529.503,2529.503,1,8.401
Terrain,0.011,2529.514,2529.525,2,6.931
PlantPot_A (6),0.1,2529.536,2529.636,10,8.21
Terrain,0.023,2529.647,2529.67,3,4.524
PlantPot_A (6),0.188,2529.681,2529.869,18,7.838
Terrain,0.0,2529.881,2529.881,1,19.481
PlantPot_A (7),0.177,2529.892,2530.069,17,30.015
Terrain,0.011,2530.08,2530.091,2,41.046
BridgeSlope_Simple (1),0.3,2530.102,2530.402,28,91.927
Terrain,0.167,2530.413,2530.58,16,21.34
PlantPot_A (6),0.944,2530.591,2531.535,86,5.159
Terrain,0.222,2531.546,2531.768,21,31.729
BridgeSlope_Simple (1),0.0,2531.779,2531.779,1,87.962
builds (1),0.0,2531.791,2531.791,1,149.277
BridgeSlope_Simple (1),0.133,2531.802,2531.935,13,88.555
face_59,0.0,2531.946,2531.946,1,41.868
BridgeSlope_Simple (1),0.178,2531.957,2532.135,17,88.042
New_NPC (71)(Clone),0.0,2532.146,2532.146,1,47.358
BridgeSlope_Simple (1),0.044,2532.157,2532.201,5,87.637
New_NPC (71)(Clone),0.055,2532.213,2532.268,6,46.842
New_NPC (29)(Clone),0.088,2532.28,2532.368,9,40.451
Terrain,0.367,2532.379,2532.746,34,67.874
New_NPC (29)(Clone),0.0,2532.757,2532.757,1,36.231
Terrain,0.0,2532.768,2532.768,1,37.178
New_NPC (29)(Clone),0.433,2532.779,2533.212,40,33.941
streetLight2 (39),0.144,2533.224,2533.368,14,39.549
New_NPC (59)(Clone),0.089,2533.379,2533.468,9,35.051
New_NPC (71)(Clone),0.055,2533.479,2533.534,6,41.467
New_NPC (59)(Clone),0.223,2533.545,2533.768,21,34.04
New_NPC (483),0.0,2533.778,2533.778,1,65.782
BridgeSlope_Simple (1),0.0,2533.79,2533.79,1,84.53
New_NPC (483),0.033,2533.801,2533.834,4,65.568
Bench (2),0.0,2533.845,2533.845,1,65.623
New_NPC (29)(Clone),0.1,2533.856,2533.956,10,25.079
Bench (3),0.0,2533.967,2533.967,1,65.773
New_NPC (29)(Clone),0.0,2533.979,2533.979,1,24.487
Bench (3),0.011,2533.99,2534.001,2,65.725
Terrain,0.0,2534.012,2534.012,1,73.119
New_NPC (29)(Clone),0.0,2534.023,2534.023,1,24.054
Terrain,0.033,2534.034,2534.067,4,71.023
New_NPC (29)(Clone),0.077,2534.079,2534.156,8,23.051
Bench (1),0.1,2534.167,2534.267,10,60.657
Sitting_NPC (410),0.045,2534.278,2534.323,5,60.775
New_NPC (29)(Clone),0.0,2534.334,2534.334,1,21.078
Terrain,0.111,2534.345,2534.456,11,76.355
BridgeSlope_Simple (1),0.0,2534.467,2534.467,1,84.886
Sitting_NPC (428),0.0,2534.479,2534.479,1,64.19
New_NPC (59)(Clone),0.0,2534.489,2534.489,1,30.557
Bench (2),0.034,2534.5,2534.534,4,64.008
New_NPC (59)(Clone),0.133,2534.545,2534.678,13,30.008
Bench (3),0.0,2534.689,2534.689,1,64.856
Terrain,0.0,2534.7,2534.7,1,74.799
New_NPC (29)(Clone),0.722,2534.711,2535.433,66,14.433
streetLight2 (36),0.011,2535.444,2535.455,2,18.004
New_NPC (29)(Clone),0.0,2535.467,2535.467,1,11.707
streetLight2 (36),0.033,2535.478,2535.511,4,18.082
New_NPC (29)(Clone),0.111,2535.522,2535.633,11,10.885
Lod_1,0.011,2535.644,2535.655,2,24.28
New_NPC (29)(Clone),0.044,2535.678,2535.722,6,10.172
Lod_1,0.024,2535.733,2535.757,3,24.644
New_NPC (29)(Clone),0.099,2535.778,2535.877,10,9.455
Lod_1,0.067,2535.888,2535.955,7,25.265
Sitting_NPC (4165),0.0,2535.966,2535.966,1,27.089
Terrain,0.0,2535.977,2535.977,1,79.911
New_NPC (59)(Clone),0.0,2535.988,2535.988,1,26.58
Terrain,0.022,2536.0,2536.022,3,15.322
builds (1),0.0,2536.033,2536.033,1,98.207
Terrain,0.011,2536.044,2536.055,2,28.782
BridgeSlope_Simple (1),0.0,2536.066,2536.066,1,82.99
New_NPC (59)(Clone),0.011,2536.077,2536.088,2,26.355
Terrain,0.0,2536.1,2536.1,1,62.165
BridgeSlope_Simple (1),0.111,2536.111,2536.222,11,83.047
Bench (3),0.0,2536.233,2536.233,1,65.509
BridgeSlope_Simple (1),0.0,2536.244,2536.244,1,83.004
New_NPC (59)(Clone),0.055,2536.255,2536.31,6,25.84
BridgeSlope_Simple (1),0.1,2536.322,2536.422,9,83.124
New_NPC (59)(Clone),0.045,2536.432,2536.477,5,25.611
BridgeSlope_Simple (1),0.0,2536.488,2536.488,1,82.575
New_NPC (59)(Clone),0.0,2536.499,2536.499,1,25.388
New_NPC (71)(Clone),0.056,2536.51,2536.566,6,32.462
BridgeSlope_Simple (1),0.0,2536.577,2536.577,1,82.585
New_NPC (59)(Clone),0.0,2536.588,2536.588,1,25.462
BridgeSlope_Simple (1),0.0,2536.599,2536.599,1,82.583
New_NPC (59)(Clone),0.0,2536.61,2536.61,1,25.156
BridgeSlope_Simple (1),0.011,2536.621,2536.632,2,81.578
PlantPot_A (7),0.367,2536.643,2537.01,34,18.61
BridgeSlope_Simple (1),0.011,2537.021,2537.032,2,81.214
builds (1),0.0,2537.044,2537.044,1,92.366
streetLight2 (39),0.011,2537.055,2537.066,2,36.151
builds (1),0.022,2537.077,2537.099,3,92.446
BridgeSlope_Simple (1),0.089,2537.11,2537.199,9,83.251
builds (1),0.144,2537.21,2537.354,14,92.688
face_71,0.0,2537.365,2537.365,1,30.829
BridgeSlope_Simple (1),0.055,2537.377,2537.432,6,82.187
New_NPC (71)(Clone),0.189,2537.443,2537.632,18,30.454
BridgeSlope_Simple (1),0.0,2537.643,2537.643,1,82.102
New_NPC (71)(Clone),0.0,2537.654,2537.654,1,30.124
BridgeSlope_Simple (1),0.011,2537.666,2537.677,2,82.067
New_NPC (71)(Clone),0.111,2537.688,2537.799,11,29.684
